UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Power [W],Temp_diff [K],Wear_torque,wear_ratio
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,1,5923.368228588434,10.699999999999989,5012.0,0.7
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,1,4701.393406097125,10.699999999999989,3493.2000000000003,0.71
8990,L56169,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,1,7414.766037051606,10.699999999999989,6940.8,0.72
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,1,6003.709224716238,10.699999999999989,5606.4,0.73
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0,2,4919.85975922776,10.699999999999989,4351.2,0.6727272727272727
8993,H38406,H,297.2,307.9,1450,37.2,151,0,0,0,0,0,0,0,5648.583591154448,10.699999999999989,5617.200000000001,0.6291666666666667
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,2,6408.849013323178,10.699999999999989,5850.0,0.7090909090909091
8995,M23854,M,297.1,307.9,1980,20.3,159,0,0,0,0,0,0,2,4209.105837279605,10.799999999999955,3227.7000000000003,0.7227272727272728
8996,L56175,L,297.2,308.0,1474,43.7,162,0,0,0,0,0,0,1,6745.39736232674,10.800000000000011,7079.400000000001,0.81
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,1,5983.058489006641,10.699999999999989,6084.400000000001,0.82
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,2,6554.419944915017,10.799999999999955,6457.4,0.7545454545454545
8999,L56178,L,297.1,308.0,1467,42.8,169,0,0,0,0,0,0,1,6575.10209655115,10.899999999999977,7233.2,0.845
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,1,6155.929860758175,10.799999999999955,6737.4,0.855
9001,L56180,L,297.0,307.9,1493,46.1,173,0,0,0,0,0,0,1,7207.578001547359,10.899999999999977,7975.3,0.865
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0,1,6267.477343911637,10.800000000000011,6982.5,0.875
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,1,5660.961466209593,10.699999999999989,6478.2,0.885
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,1,6900.215048295646,10.799999999999955,8788.9,0.895
9005,M23864,M,297.1,307.8,1538,34.3,181,0,0,0,0,0,0,2,5524.323129729459,10.699999999999989,6208.299999999999,0.8227272727272728
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,1,8134.599161768635,10.699999999999989,10690.4,0.92
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,1,6202.61392759052,10.599999999999966,7774.799999999999,0.93
9008,L56187,L,297.4,308.0,1383,46.2,188,0,0,0,0,0,0,1,6691.026865468613,10.600000000000023,8685.6,0.94
9009,M23868,M,297.4,308.0,1440,42.4,190,0,0,0,0,0,0,2,6393.769368585947,10.600000000000023,8056.0,0.8636363636363636
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,1,5688.125770687631,10.599999999999966,6639.2,0.965
9011,L56190,L,297.2,307.9,1441,40.0,195,0,0,0,0,0,0,1,6036.046685097189,10.699999999999989,7800.0,0.975
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0,2,5751.941989457552,10.699999999999989,7072.299999999999,0.8954545454545455
9013,L56192,L,297.2,308.0,1705,26.0,200,0,0,0,0,0,0,1,4642.226744454518,10.800000000000011,5200.0,1.0
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0,0,6461.732489658606,10.800000000000011,8686.0,0.8416666666666667
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0,2,8601.890125039094,10.900000000000034,12689.099999999999,0.9409090909090909
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0,1,7447.742287938787,10.900000000000034,10437.0,1.05
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,1,7704.148608349274,10.899999999999977,11172.400000000001,1.06
9018,M23877,M,297.3,308.1,1369,52.0,214,0,0,0,0,0,0,2,7454.789927458341,10.800000000000011,11128.0,0.9727272727272728
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,1,5986.933119946069,10.800000000000011,7681.799999999999,1.085
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,1,5447.584493177773,10.900000000000034,0.0,0.0
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,1,5448.097619977859,10.899999999999977,67.0,0.01
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0,2,5565.394217687392,10.800000000000011,138.4,0.01818181818181818
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,1,7554.148031115873,10.900000000000034,326.2,0.035
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,1,5520.343779034912,10.900000000000034,278.09999999999997,0.045
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,1,6508.646939952214,10.900000000000034,500.5,0.055
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0,1,5413.592460665931,10.899999999999977,466.7,0.065
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,2,4958.323325283211,10.899999999999977,421.5,0.06818181818181818
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0,2,6653.474361282703,10.900000000000034,792.0,0.08181818181818182
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0,1,7114.293643686766,10.900000000000034,1022.7,0.105
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0,1,6025.61659748727,10.900000000000034,892.4,0.115
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,2,6508.636467976701,10.899999999999977,1107.5,0.11363636363636363
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,0,4487.524250216244,10.899999999999977,669.1999999999999,0.11666666666666667
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0,1,5196.445576449804,10.900000000000034,950.4,0.165
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0,1,5950.804804429787,10.800000000000011,1435.0,0.175
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0,0,7668.3135081473265,10.800000000000011,1709.4,0.15416666666666667
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,2,5021.17612230603,10.800000000000011,1163.3999999999999,0.19090909090909092
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,1,5996.912912608972,11.0,1696.5000000000002,0.225
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,1,4844.587199247748,10.899999999999977,1146.8,0.235
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,1,3679.2448203251506,11.0,730.1,0.245
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,2,7288.275044842568,11.0,2646.9,0.2318181818181818
9041,L56220,L,297.3,308.3,1550,37.0,54,0,0,0,0,0,0,1,6005.677956112488,11.0,1998.0,0.27
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0,1,8430.30680627553,11.0,3444.0,0.28
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,2,5509.0026295554535,11.099999999999966,1908.1999999999998,0.2636363636363636
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,1,5625.545245028124,11.0,2440.0,0.305
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,1,5757.722519940157,11.0,2513.7,0.315
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,1,5808.155554005786,11.0,2249.0,0.325
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0,1,4896.5281977871,11.0,1882.7,0.335
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,1,5827.780036115209,11.099999999999966,2580.6,0.345
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,2,7245.036257953661,11.099999999999966,3585.5,0.32272727272727275
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,1,5549.46634293369,11.199999999999989,2538.2,0.37
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,2,5149.321686645957,11.100000000000023,2386.4,0.34545454545454546
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0,1,4688.512876217407,11.200000000000045,1943.4,0.395
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,2,4399.4968240626595,11.200000000000045,1790.1000000000001,0.36818181818181817
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,2,5523.296876129288,11.100000000000023,2704.8,0.38181818181818183
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,2,6084.4481559134965,11.099999999999966,3323.4,0.39545454545454545
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0,0,4509.065103844358,11.099999999999966,2079.0,0.375
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,1,6274.4935675046545,11.0,3980.5,0.475
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0,2,6091.23399604525,11.099999999999966,3346.5,0.4409090909090909
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0,2,7942.700210511858,11.100000000000023,5720.0,0.45454545454545453
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,1,4838.890444569238,11.100000000000023,2636.8,0.515
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0,0,6968.827431850046,11.100000000000023,4809.0,0.4375
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0,2,5072.41549848608,11.199999999999989,2860.0,0.5
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,1,5825.853192621008,11.100000000000023,3988.8999999999996,0.565
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0,1,5899.31410083745,11.100000000000023,4565.5,0.575
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0,1,4837.173040585276,11.199999999999989,2948.4,0.585
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0,0,3953.024148109989,11.199999999999989,2058.7000000000003,0.49583333333333335
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0,1,5254.502208688145,11.100000000000023,3757.2000000000003,0.62
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,1,8007.563626832977,11.099999999999966,7131.6,0.63
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,0,5679.6853584249875,11.099999999999966,3878.4,0.5333333333333333
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,2,4937.724949451174,11.0,3737.3,0.6045454545454545
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0,1,6754.466093120103,11.099999999999966,6147.200000000001,0.68
9072,L56251,L,297.0,308.1,1429,54.0,138,0,0,0,0,0,0,1,8080.804623563667,11.100000000000023,7452.0,0.69
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0,0,5041.6278904809,10.900000000000034,3808.0,0.5833333333333334
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0,1,5518.395991589687,10.900000000000034,4524.0,0.725
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0,2,6720.9348275307875,10.900000000000034,6071.099999999999,0.6681818181818182
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0,1,5677.486243567474,10.800000000000011,5400.0,0.75
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,1,6838.011513754567,10.900000000000034,6733.599999999999,0.76
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0,1,4815.873042393938,10.800000000000011,4019.4,0.77
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0,1,5854.483573670723,10.800000000000011,5569.200000000001,0.78
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,0,6899.942776932334,10.800000000000011,6699.2,0.6583333333333333
9081,L56260,L,297.2,308.0,1869,25.4,163,0,0,0,0,0,0,1,4971.319046893561,10.800000000000011,4140.2,0.815
9082,L56261,L,297.3,308.0,1527,35.1,165,0,0,0,0,0,0,1,5612.738018976989,10.699999999999989,5791.5,0.825
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0,1,6799.076708801078,10.699999999999989,8283.2,0.835
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0,2,5761.021192226427,10.699999999999989,6033.3,0.7681818181818182
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0,1,10469.923004765633,10.699999999999989,12968.800000000001,0.86
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0,0,7718.893149870122,10.799999999999955,9396.0,0.725
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0,0,0,0,0,1,6534.8897105852,10.699999999999989,7822.3,0.895
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0,0,0,0,0,1,4858.535870629687,10.699999999999989,4995.6,0.905
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0,2,4681.7898679387245,10.799999999999955,4922.7,0.8318181818181818
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0,1,4228.238136539967,10.699999999999989,3775.8,0.93
9091,M23950,M,297.2,307.9,1747,29.0,188,0,0,0,0,0,0,2,5305.416953627323,10.699999999999989,5452.0,0.8545454545454545
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0,0,0,0,0,2,5748.224438150804,10.800000000000011,5940.1,0.8681818181818182
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0,1,5648.499815350352,10.800000000000011,6673.599999999999,0.97
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0,2,5476.361481884655,10.800000000000011,5997.6,0.8909090909090909
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0,2,8435.804593419312,10.800000000000011,11701.199999999999,0.9045454545454545
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,1,6977.540115476003,10.800000000000011,9231.400000000001,1.01
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,1,5539.758821634097,10.900000000000034,6303.599999999999,1.02
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0,0,0,0,0,1,6344.949018749161,10.800000000000011,7601.4,1.03
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0,1,7655.684305679894,10.800000000000011,0.0,0.0
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0,0,0,0,0,0,8089.297395703869,10.800000000000011,104.6,0.008333333333333333
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,1,8101.224975812,10.899999999999977,374.5,0.035
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0,0,0,0,0,0,5435.395113681845,10.899999999999977,282.59999999999997,0.0375
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0,1,5976.440200483079,11.0,534.8000000000001,0.07
9104,L56283,L,297.3,308.2,1490,41.0,16,0,0,0,0,0,0,1,6397.329840260016,10.899999999999977,656.0,0.08
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0,0,0,0,0,2,7758.686656815593,10.900000000000034,860.4,0.08181818181818182
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0,2,6128.964523814863,10.899999999999977,732.9,0.09545454545454546
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0,1,4232.479286622313,10.900000000000034,523.2,0.12
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0,2,5273.540260168898,11.0,787.8000000000001,0.11818181818181818
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0,2,5850.90215804563,11.100000000000023,1125.1999999999998,0.1318181818181818
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0,1,6290.107282992996,11.100000000000023,1270.4,0.16
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0,0,0,0,0,2,7127.331253199164,11.0,1666.0,0.15454545454545454
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0,1,7215.2958474996785,11.0,1887.0,0.185
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0,2,5943.9561324449605,11.0,1493.6999999999998,0.17727272727272728
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0,1,5204.990708467569,11.0,1197.0,0.21
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,0,1,6028.087983708096,11.099999999999966,1716.0,0.22
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0,2,7288.578732132416,11.0,2217.2000000000003,0.20909090909090908
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0,0,5576.73536716685,11.099999999999966,1572.9,0.20416666666666666
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,2,7197.912368149814,11.099999999999966,2516.4,0.24545454545454545
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0,1,6727.678779760494,11.0,2399.7000000000003,0.285
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,2,5174.464899850189,11.0,1740.5,0.2681818181818182
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0,1,6180.298147774522,11.0,2399.4,0.31
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0,0,0,0,0,1,6710.064916949367,11.0,2937.6,0.32
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0,1,6816.837179269373,11.0,2719.2000000000003,0.33
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0,1,6552.692068955543,11.100000000000023,2910.3999999999996,0.34
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,1,7526.250688351995,11.0,3528.0,0.35
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0,1,5619.24111576992,11.100000000000023,2462.4,0.36
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0,1,6295.112887287715,11.100000000000023,3011.8,0.37
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0,1,5015.992494427607,11.100000000000023,2067.2,0.38
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0,2,7142.662225348681,11.100000000000023,3580.2,0.35454545454545455
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0,1,5245.035542825327,11.0,2438.1,0.405
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0,1,5396.7535240426905,11.0,2714.1000000000004,0.415
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,0,7154.673581260908,11.0,3969.5000000000005,0.3541666666666667
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0,2,6971.194098315751,11.0,3780.0,0.4090909090909091
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0,1,7078.03966446434,11.0,4250.1,0.465
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0,1,6099.904791769159,11.0,3819.0000000000005,0.475
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,0,7395.4347702565165,11.100000000000023,4879.099999999999,0.4041666666666667
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,1,5162.202216525677,11.0,2968.2000000000003,0.51
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0,1,5148.065049584521,11.0,2953.6,0.52
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0,1,5897.1882898085205,11.0,3922.0,0.53
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,1,5935.348168574124,11.0,3985.2,0.54
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0,1,5736.8309287937855,11.0,4389.0,0.55
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0,1,6087.443140909918,11.0,4076.7999999999997,0.56
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,1,6009.615418904988,10.899999999999977,3898.8,0.57
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,1,6477.461396877579,10.899999999999977,4941.6,0.58
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,2,6303.626603378944,11.0,4908.8,0.5363636363636364
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,1,6115.1519881145805,10.899999999999977,4489.1,0.605
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,1,6400.471432913605,11.0,4920.0,0.615
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,1,4808.060948662011,11.0,3400.0,0.625
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,1,5893.334602820117,11.0,5130.8,0.635
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,2,7557.048768332688,11.100000000000023,6514.5,0.5863636363636363
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,2,8040.278078332357,11.100000000000023,7524.0,0.6
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,1,6586.5060778836805,11.0,5467.5,0.675
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,1,7072.353381761342,11.100000000000023,7343.2,0.685
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,1,5472.109859826797,11.100000000000023,4698.2,0.695
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,1,6016.778250155172,11.100000000000023,5076.0,0.705
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,1,8054.624684783751,11.0,8208.199999999999,0.715
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,2,7856.20169278302,10.899999999999977,7946.0,0.6590909090909091
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,1,8007.144747812496,11.0,7740.4,0.74
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,0,7194.184344867555,11.0,6930.0,0.625
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,2,5613.502473189362,11.100000000000023,5502.5,0.7045454545454546
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,0,4899.627902538642,11.0,4424.0,0.6583333333333333
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0,2,5064.247357586746,11.0,4890.0,0.740909090909091
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,2,6273.477785879994,11.0,6590.200000000001,0.7545454545454545
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,1,7008.840850281268,11.0,7993.7,0.845
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,1,3594.9873053558717,11.0,2462.4,0.855
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,1,8664.763866012936,11.0,10795.199999999999,0.865
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,2,7772.928543511866,11.0,9345.0,0.7954545454545454
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,2,6005.719844014536,11.099999999999966,7333.6,0.8090909090909091
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,0,6439.636621328358,11.199999999999989,8036.4,0.7541666666666667
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,1,4864.442064818435,11.100000000000023,4557.0,0.93
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,1,7223.903811370514,11.0,8798.4,0.94
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,2,6628.006516837602,11.100000000000023,8664.0,0.8636363636363636
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,1,4884.967136821889,11.199999999999989,5249.599999999999,0.965
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,0,5563.760589507524,11.099999999999966,6279.000000000001,0.8125
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,1,5015.824942819416,11.099999999999966,5120.0,1.0
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,1,9432.380614991067,11.199999999999989,0.0,0.0
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,1,6422.169366174398,11.099999999999966,80.8,0.01
9178,L56357,L,297.9,309.1,1504,43.0,4,0,0,0,0,0,0,1,6772.436003098637,11.200000000000045,172.0,0.02
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,1,7984.462448853579,11.199999999999989,341.4,0.03
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,0,6717.196332273017,11.200000000000045,357.6,0.03333333333333333
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,1,5823.287558620576,11.200000000000045,479.7,0.065
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,1,5749.96278608579,11.200000000000045,541.5,0.075
9183,M24042,M,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,2,7426.725033086271,11.199999999999989,765.0,0.07727272727272727
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,1,5913.922506676642,11.200000000000045,732.0,0.1
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,1,6381.517157236946,11.199999999999989,805.2,0.11
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,1,7595.596110192233,11.200000000000045,1207.1999999999998,0.12
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,1,4947.065951607847,11.100000000000023,754.0,0.13
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,1,6830.524051263511,11.100000000000023,1324.3999999999999,0.14
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,1,6323.020702027105,11.100000000000023,1206.0,0.15
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0,1,5344.896301307435,11.200000000000045,1024.0,0.16
9191,M24050,M,298.0,309.0,1439,38.5,34,0,0,0,0,0,0,2,5801.631513261831,11.0,1309.0,0.15454545454545454
9192,M24051,M,297.9,309.0,1970,21.6,37,0,0,0,0,0,0,2,4456.035019851762,11.100000000000023,799.2,0.16818181818181818
9193,L56372,L,297.9,309.0,1562,35.8,40,0,0,0,0,0,0,1,5855.886818389326,11.100000000000023,1432.0,0.2
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,2,6553.04811612295,11.100000000000023,1717.8,0.19090909090909092
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,1,5922.509526596454,11.0,1827.0,0.225
9196,L56375,L,297.9,309.0,1532,37.6,47,0,0,0,0,0,0,1,6032.192998108786,11.100000000000023,1767.2,0.235
